Title,Date,Genre,My_Rating,Temp_C,Weather
The Office (U.S.): Saison 1: Épisode 16,25/09/2024,Comedy,9,30,Cloudy
The Office (U.S.): Saison 1: Épisode 17,08/10/2024,Comedy,7,14,Rainy
The Office (U.S.): Saison 1: Épisode 18,09/10/2024,Comedy,9,19,Sunny
Brooklyn Nine-Nine: Saison 2: Épisode 2,14/10/2024,Comedy,7,19,Rainy
Friends: Saison 1: Épisode 23,15/10/2024,Comedy,9,15,Cloudy
The Office (U.S.): Saison 1: Épisode 19,21/10/2024,Comedy,10,19,Rainy
Brooklyn Nine-Nine: Saison 2: Épisode 3,22/10/2024,Comedy,8,17,Cloudy
Friends: Saison 1: Épisode 24,30/10/2024,Comedy,5,20,Cloudy
Friends: Saison 2: Épisode 1,31/10/2024,Comedy,6,16,Cloudy
Friends: Saison 2: Épisode 2,06/11/2024,Comedy,7,15,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 4,07/11/2024,Comedy,6,15,Cloudy
Friends: Saison 2: Épisode 3,13/11/2024,Comedy,7,13,Rainy
The Office (U.S.): Saison 1: Épisode 20,14/11/2024,Comedy,7,11,Sunny
Brooklyn Nine-Nine: Saison 2: Épisode 5,20/11/2024,Comedy,8,10,Rainy
Brooklyn Nine-Nine: Saison 2: Épisode 6,21/11/2024,Comedy,9,12,Rainy
The Office (U.S.): Saison 1: Épisode 21,26/11/2024,Comedy,9,13,Cloudy
The Office (U.S.): Saison 1: Épisode 22,02/12/2024,Comedy,10,5,Rainy
Friends: Saison 2: Épisode 4,03/12/2024,Comedy,6,0,Rainy
The Office (U.S.): Saison 1: Épisode 23,04/12/2024,Comedy,10,4,Rainy
The Office (U.S.): Saison 1: Épisode 24,10/12/2024,Comedy,8,8,Sunny
Brooklyn Nine-Nine: Saison 2: Épisode 7,12/12/2024,Comedy,9,4,Sunny
The Office (U.S.): Saison 2: Épisode 1,16/12/2024,Comedy,8,4,Sunny
Brooklyn Nine-Nine: Saison 2: Épisode 8,18/12/2024,Comedy,7,4,Rainy
Brooklyn Nine-Nine: Saison 2: Épisode 9,24/12/2024,Comedy,9,8,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 10,25/12/2024,Comedy,9,2,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 11,26/12/2024,Comedy,6,7,Rainy
The Office (U.S.): Saison 2: Épisode 2,01/01/2025,Comedy,10,0,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 12,02/01/2025,Comedy,8,6,Rainy
Friends: Saison 2: Épisode 5,07/01/2025,Comedy,7,3,Cloudy
The Office (U.S.): Saison 2: Épisode 3,09/01/2025,Comedy,10,0,Rainy
Friends: Saison 2: Épisode 6,14/01/2025,Comedy,8,1,Rainy
Brooklyn Nine-Nine: Saison 2: Épisode 13,15/01/2025,Comedy,6,5,Rainy
Brooklyn Nine-Nine: Saison 2: Épisode 14,29/01/2025,Comedy,10,5,Rainy
The Office (U.S.): Saison 2: Épisode 4,30/01/2025,Comedy,10,5,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 15,03/02/2025,Comedy,9,4,Sunny
The Office (U.S.): Saison 2: Épisode 5,05/02/2025,Comedy,10,3,Sunny
Friends: Saison 2: Épisode 7,06/02/2025,Comedy,5,1,Rainy
The Office (U.S.): Saison 2: Épisode 6,11/02/2025,Comedy,7,1,Sunny
Brooklyn Nine-Nine: Saison 2: Épisode 16,12/02/2025,Comedy,7,0,Sunny
The Office (U.S.): Saison 2: Épisode 7,13/02/2025,Comedy,10,5,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 17,19/02/2025,Comedy,8,7,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 18,20/02/2025,Comedy,10,3,Sunny
The Office (U.S.): Saison 2: Épisode 8,24/02/2025,Comedy,8,0,Rainy
Brooklyn Nine-Nine: Saison 2: Épisode 19,25/02/2025,Comedy,8,5,Cloudy
Friends: Saison 2: Épisode 8,04/03/2025,Comedy,8,12,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 20,05/03/2025,Comedy,7,12,Cloudy
Friends: Saison 2: Épisode 9,10/03/2025,Comedy,9,12,Cloudy
Friends: Saison 2: Épisode 10,11/03/2025,Comedy,8,13,Cloudy
The Office (U.S.): Saison 2: Épisode 9,12/03/2025,Comedy,8,9,Cloudy
Friends: Saison 2: Épisode 11,17/03/2025,Comedy,5,14,Cloudy
The Office (U.S.): Saison 2: Épisode 10,19/03/2025,Comedy,8,7,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 21,20/03/2025,Comedy,8,7,Rainy
Friends: Saison 2: Épisode 12,24/03/2025,Comedy,9,11,Sunny
The Office (U.S.): Saison 2: Épisode 11,25/03/2025,Comedy,8,8,Rainy
Friends: Saison 2: Épisode 13,26/03/2025,Comedy,9,15,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 22,27/03/2025,Comedy,6,12,Rainy
Friends: Saison 2: Épisode 14,01/04/2025,Comedy,6,13,Sunny
Friends: Saison 2: Épisode 15,03/04/2025,Comedy,9,11,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 1,08/04/2025,Comedy,7,14,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 2,09/04/2025,Comedy,9,8,Rainy
Friends: Saison 2: Épisode 16,14/04/2025,Comedy,7,10,Rainy
Friends: Saison 2: Épisode 17,15/04/2025,Comedy,9,10,Sunny
Friends: Saison 2: Épisode 18,16/04/2025,Comedy,9,13,Rainy
Brooklyn Nine-Nine: Saison 3: Épisode 3,17/04/2025,Comedy,10,14,Cloudy
The Office (U.S.): Saison 2: Épisode 12,21/04/2025,Comedy,10,12,Rainy
Brooklyn Nine-Nine: Saison 3: Épisode 4,28/04/2025,Comedy,9,14,Cloudy
The Office (U.S.): Saison 2: Épisode 13,29/04/2025,Comedy,10,13,Rainy
Brooklyn Nine-Nine: Saison 3: Épisode 5,30/04/2025,Comedy,10,10,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 6,07/05/2025,Comedy,8,16,Rainy
Friends: Saison 2: Épisode 19,12/05/2025,Comedy,6,14,Rainy
Friends: Saison 2: Épisode 20,14/05/2025,Comedy,6,15,Cloudy
The Office (U.S.): Saison 2: Épisode 14,02/06/2025,Comedy,10,26,Cloudy
Friends: Saison 2: Épisode 21,03/06/2025,Comedy,6,31,Sunny
Brooklyn Nine-Nine: Saison 3: Épisode 7,04/06/2025,Comedy,8,25,Cloudy
Friends: Saison 2: Épisode 22,05/06/2025,Comedy,9,28,Cloudy
The Office (U.S.): Saison 2: Épisode 15,10/06/2025,Comedy,7,28,Rainy
The Office (U.S.): Saison 2: Épisode 16,11/06/2025,Comedy,10,23,Rainy
Friends: Saison 2: Épisode 23,12/06/2025,Comedy,9,31,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 8,16/06/2025,Comedy,9,28,Cloudy
Friends: Saison 2: Épisode 24,17/06/2025,Comedy,9,33,Sunny
Friends: Saison 3: Épisode 1,18/06/2025,Comedy,9,32,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 9,19/06/2025,Comedy,7,30,Rainy
The Office (U.S.): Saison 2: Épisode 17,24/06/2025,Comedy,9,32,Sunny
Brooklyn Nine-Nine: Saison 3: Épisode 10,26/06/2025,Comedy,7,24,Cloudy
The Office (U.S.): Saison 2: Épisode 18,03/07/2025,Comedy,10,30,Sunny
Friends: Saison 3: Épisode 2,08/07/2025,Comedy,8,26,Sunny
The Office (U.S.): Saison 2: Épisode 19,10/07/2025,Comedy,10,34,Rainy
Brooklyn Nine-Nine: Saison 3: Épisode 11,15/07/2025,Comedy,10,24,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 12,17/07/2025,Comedy,7,27,Rainy
Brooklyn Nine-Nine: Saison 3: Épisode 13,30/07/2025,Comedy,6,33,Sunny
Friends: Saison 3: Épisode 3,04/08/2025,Comedy,9,31,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 14,05/08/2025,Comedy,9,27,Cloudy
Friends: Saison 3: Épisode 4,06/08/2025,Comedy,9,29,Rainy
Friends: Saison 3: Épisode 5,18/08/2025,Comedy,5,31,Rainy
Friends: Saison 3: Épisode 6,19/08/2025,Comedy,9,27,Cloudy
Friends: Saison 3: Épisode 7,20/08/2025,Comedy,8,26,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 15,25/08/2025,Comedy,6,24,Sunny
Friends: Saison 3: Épisode 8,26/08/2025,Comedy,8,28,Cloudy
Friends: Saison 3: Épisode 9,27/08/2025,Comedy,6,28,Rainy
The Office (U.S.): Saison 2: Épisode 20,01/09/2025,Comedy,8,22,Sunny
Brooklyn Nine-Nine: Saison 3: Épisode 16,04/09/2025,Comedy,8,33,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 17,08/09/2025,Comedy,9,30,Sunny
Friends: Saison 3: Épisode 10,09/09/2025,Comedy,8,31,Cloudy
The Office (U.S.): Saison 2: Épisode 21,10/09/2025,Comedy,10,22,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 18,06/10/2025,Comedy,7,18,Sunny
The Office (U.S.): Saison 2: Épisode 22,07/10/2025,Comedy,8,13,Cloudy
The Office (U.S.): Saison 2: Épisode 23,08/10/2025,Comedy,7,18,Rainy
The Office (U.S.): Saison 2: Épisode 24,09/10/2025,Comedy,9,17,Rainy
Friends: Saison 3: Épisode 11,15/10/2025,Comedy,5,17,Cloudy
Brooklyn Nine-Nine: Saison 3: Épisode 19,16/10/2025,Comedy,7,19,Sunny
The Office (U.S.): Saison 3: Épisode 1,22/10/2025,Comedy,7,17,Sunny
The Office (U.S.): Saison 3: Épisode 2,23/10/2025,Comedy,10,14,Rainy
The Office (U.S.): Saison 3: Épisode 3,27/10/2025,Comedy,9,17,Sunny
Friends: Saison 3: Épisode 12,28/10/2025,Comedy,8,20,Cloudy
Friends: Saison 3: Épisode 13,29/10/2025,Comedy,8,15,Cloudy
Friends: Saison 3: Épisode 14,03/11/2025,Comedy,6,12,Sunny
Friends: Saison 3: Épisode 15,04/11/2025,Comedy,5,10,Rainy
Brooklyn Nine-Nine: Saison 3: Épisode 20,05/11/2025,Comedy,8,14,Cloudy
Friends: Saison 3: Épisode 16,11/11/2025,Comedy,6,7,Sunny
Brooklyn Nine-Nine: Saison 3: Épisode 21,13/11/2025,Comedy,10,12,Rainy
Brooklyn Nine-Nine: Saison 3: Épisode 22,17/11/2025,Comedy,7,13,Sunny
Friends: Saison 3: Épisode 17,20/11/2025,Comedy,8,14,Cloudy
The Office (U.S.): Saison 3: Épisode 4,24/11/2025,Comedy,8,14,Sunny
The Office (U.S.): Saison 3: Épisode 5,25/11/2025,Comedy,10,14,Cloudy
The Office (U.S.): Saison 3: Épisode 6,26/11/2025,Comedy,9,15,Cloudy
The Office (U.S.): Saison 3: Épisode 7,03/12/2025,Comedy,10,5,Rainy
Friends: Saison 3: Épisode 18,08/12/2025,Comedy,8,6,Cloudy
Brooklyn Nine-Nine: Saison 4: Épisode 1,10/12/2025,Comedy,10,9,Cloudy
Friends: Saison 3: Épisode 19,11/12/2025,Comedy,7,5,Sunny
The Office (U.S.): Saison 3: Épisode 8,15/12/2025,Comedy,7,6,Rainy
Brooklyn Nine-Nine: Saison 4: Épisode 2,16/12/2025,Comedy,7,6,Sunny
Friends: Saison 3: Épisode 20,17/12/2025,Comedy,6,6,Cloudy
Friends: Saison 3: Épisode 21,18/12/2025,Comedy,8,0,Rainy
Brooklyn Nine-Nine: Saison 4: Épisode 3,22/12/2025,Comedy,7,6,Rainy
Friends: Saison 3: Épisode 22,23/12/2025,Comedy,5,6,Sunny
The Office (U.S.): Saison 3: Épisode 9,24/12/2025,Comedy,10,1,Rainy
The Office (U.S.): Saison 3: Épisode 10,25/12/2025,Comedy,10,2,Cloudy
Friends: Saison 3: Épisode 23,29/12/2025,Comedy,6,3,Cloudy
Friends: Saison 3: Épisode 24,30/12/2025,Comedy,7,8,Sunny
Brooklyn Nine-Nine: Saison 4: Épisode 4,06/01/2026,Comedy,10,1,Rainy
The Office (U.S.): Saison 3: Épisode 11,08/01/2026,Comedy,10,6,Cloudy
Friends: Saison 4: Épisode 1,12/01/2026,Comedy,8,0,Cloudy
Friends: Saison 4: Épisode 2,14/01/2026,Comedy,9,9,Sunny
The Office (U.S.): Saison 3: Épisode 12,19/01/2026,Comedy,10,2,Sunny
The Office (U.S.): Saison 3: Épisode 13,20/01/2026,Comedy,10,1,Cloudy
Friends: Saison 4: Épisode 3,22/01/2026,Comedy,5,5,Rainy
The Office (U.S.): Saison 3: Épisode 14,28/01/2026,Comedy,8,4,Cloudy
The Office (U.S.): Saison 3: Épisode 15,02/02/2026,Comedy,10,3,Cloudy
The Office (U.S.): Saison 3: Épisode 16,04/02/2026,Comedy,7,5,Sunny
