Title,Date,Genre,My_Rating,Temp_C,Weather
Demon Slayer: Saison 2: Épisode 8,23/01/2025,Anime,10,8.9,Rainy
Seinfeld: Saison 1: Épisode 18,23/01/2025,Comedy,7,8.9,Rainy
Twilight,23/01/2025,Romance,2,8.9,Rainy
Stranger Things: Saison 2: Épisode 5,24/01/2025,Sci-Fi,8,12.2,Rainy
Toy Story,24/01/2025,Animation,7,12.2,Rainy
Jujutsu Kaisen: Saison 1: Épisode 18,25/01/2025,Anime,8,11.6,Rainy
Jujutsu Kaisen: Saison 1: Épisode 19,25/01/2025,Anime,7,11.6,Rainy
Brooklyn Nine-Nine: Saison 1: Épisode 21,25/01/2025,Comedy,9,11.6,Rainy
Attack on Titan: Saison 1: Épisode 10,26/01/2025,Anime,10,9.8,Snowy
Army of the Dead,26/01/2025,Horror,7,9.8,Snowy
Stranger Things: Saison 2: Épisode 7,28/01/2025,Sci-Fi,9,11.0,Rainy
Stranger Things: Saison 2: Épisode 6,28/01/2025,Sci-Fi,7,11.0,Rainy
Death Note: Saison 1: Épisode 17,28/01/2025,Anime,10,11.0,Rainy
Stranger Things: Saison 2: Épisode 8,29/01/2025,Sci-Fi,9,8.3,Rainy
Klaus,29/01/2025,Animation,10,8.3,Rainy
Stranger Things: Saison 2: Épisode 9,30/01/2025,Sci-Fi,8,8.0,Rainy
Demon Slayer: Saison 2: Épisode 9,31/01/2025,Anime,8,4.9,Rainy
Stranger Things: Saison 3: Épisode 1,31/01/2025,Sci-Fi,10,4.9,Rainy
Stranger Things: Saison 3: Épisode 2,01/02/2025,Sci-Fi,9,6.5,Cloudy
Brooklyn Nine-Nine: Saison 1: Épisode 22,01/02/2025,Comedy,10,6.5,Cloudy
Stranger Things: Saison 3: Épisode 3,01/02/2025,Sci-Fi,7,6.5,Cloudy
Stranger Things: Saison 3: Épisode 4,01/02/2025,Sci-Fi,9,6.5,Cloudy
Stranger Things: Saison 3: Épisode 5,02/02/2025,Sci-Fi,8,6.2,Sunny
Stranger Things: Saison 3: Épisode 6,02/02/2025,Sci-Fi,7,6.2,Sunny
Stranger Things: Saison 3: Épisode 7,02/02/2025,Sci-Fi,8,6.2,Sunny
Stranger Things: Saison 3: Épisode 8,04/02/2025,Sci-Fi,9,4.2,Cloudy
Spider-Man: Into the Spider-Verse,05/02/2025,Animation,9,7.7,Cloudy
Friends: Saison 1: Épisode 13,06/02/2025,Comedy,9,5.1,Rainy
Fight Club,06/02/2025,Drama,8,5.1,Rainy
Stranger Things: Saison 3: Épisode 9,07/02/2025,Sci-Fi,9,6.3,Rainy
Modern Family: Saison 1: Épisode 18,07/02/2025,Comedy,10,6.3,Rainy
Stranger Things: Saison 4: Épisode 1,07/02/2025,Sci-Fi,10,6.3,Rainy
Stranger Things: Saison 4: Épisode 2,08/02/2025,Sci-Fi,10,6.8,Rainy
Triple Frontier,08/02/2025,Action,6,6.8,Rainy
One Piece: Saison 1: Épisode 16,09/02/2025,Anime,10,7.1,Rainy
One Piece: Saison 1: Épisode 17,09/02/2025,Anime,9,7.1,Rainy
Jujutsu Kaisen: Saison 1: Épisode 20,09/02/2025,Anime,6,7.1,Rainy
Stranger Things: Saison 4: Épisode 3,09/02/2025,Sci-Fi,10,7.1,Rainy
The Emoji Movie,09/02/2025,Animation,1,7.1,Rainy
Jujutsu Kaisen: Saison 1: Épisode 21,11/02/2025,Anime,7,6.3,Cloudy
One Piece: Saison 1: Épisode 18,12/02/2025,Anime,10,5.4,Rainy
Attack on Titan: Saison 1: Épisode 11,12/02/2025,Anime,10,5.4,Rainy
Princess Mononoke,12/02/2025,Anime,10,5.4,Rainy
Attack on Titan: Saison 1: Épisode 12,13/02/2025,Anime,10,6.6,Rainy
Friends: Saison 1: Épisode 14,14/02/2025,Comedy,8,4.5,Cloudy
Modern Family: Saison 1: Épisode 19,14/02/2025,Comedy,9,4.5,Cloudy
Stranger Things: Saison 4: Épisode 4,14/02/2025,Sci-Fi,9,4.5,Cloudy
Arcane: Saison 2: Épisode 8,15/02/2025,Anime,9,4.2,Cloudy
One Piece: Saison 1: Épisode 19,15/02/2025,Anime,8,4.2,Cloudy
Friends: Saison 1: Épisode 15,15/02/2025,Comedy,8,4.2,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 1,15/02/2025,Comedy,9,4.2,Cloudy
Death Note: Saison 1: Épisode 18,16/02/2025,Anime,10,6.2,Cloudy
Stranger Things: Saison 4: Épisode 6,16/02/2025,Sci-Fi,10,6.2,Cloudy
Inception,16/02/2025,Sci-Fi,10,6.2,Cloudy
Stranger Things: Saison 4: Épisode 5,16/02/2025,Sci-Fi,10,6.2,Cloudy
Arcane: Saison 2: Épisode 9,18/02/2025,Anime,10,7.9,Cloudy
The Good Place: Saison 2: Épisode 9,18/02/2025,Comedy,7,7.9,Cloudy
Stranger Things: Saison 4: Épisode 7,18/02/2025,Sci-Fi,7,7.9,Cloudy
Glass Onion,19/02/2025,Mystery,7,9.7,Cloudy
The Good Place: Saison 2: Épisode 10,20/02/2025,Comedy,10,13.6,Rainy
Jujutsu Kaisen: Saison 1: Épisode 22,20/02/2025,Anime,9,13.6,Rainy
Stranger Things: Saison 4: Épisode 8,20/02/2025,Sci-Fi,9,13.6,Rainy
Extraction 2,21/02/2025,Action,8,15.6,Cloudy
Demon Slayer: Saison 2: Épisode 10,22/02/2025,Anime,8,12.8,Rainy
Tenet,22/02/2025,Sci-Fi,5,12.8,Rainy
Dune: Part One,23/02/2025,Sci-Fi,7,14.0,Cloudy
Friends: Saison 1: Épisode 16,25/02/2025,Comedy,7,8.9,Rainy
Modern Family: Saison 1: Épisode 20,26/02/2025,Comedy,7,10.8,Rainy
Stranger Things: Saison 4: Épisode 9,27/02/2025,Sci-Fi,10,9.7,Rainy
The Office (U.S.): Saison 1: Épisode 16,27/02/2025,Comedy,8,9.7,Rainy
The Queen's Gambit: Saison 1: Épisode 1,27/02/2025,Drama,10,9.7,Rainy
Fight Club,28/02/2025,Drama,10,8.9,Rainy
Jujutsu Kaisen: Saison 1: Épisode 23,01/03/2025,Anime,10,7.3,Cloudy
Attack on Titan: Saison 2: Épisode 1,01/03/2025,Anime,10,7.3,Cloudy
The Queen's Gambit: Saison 1: Épisode 2,01/03/2025,Drama,8,7.3,Cloudy
The Queen's Gambit: Saison 1: Épisode 3,01/03/2025,Drama,8,7.3,Cloudy
The Queen's Gambit: Saison 1: Épisode 4,01/03/2025,Drama,9,7.3,Cloudy
John Wick,01/03/2025,Action,8,7.3,Cloudy
The Queen's Gambit: Saison 1: Épisode 5,01/03/2025,Drama,8,7.3,Cloudy
Arcane: Saison 3: Épisode 1,01/03/2025,Anime,8,7.3,Cloudy
Glass Onion,02/03/2025,Mystery,5,10.4,Cloudy
The Queen's Gambit: Saison 1: Épisode 6,02/03/2025,Drama,9,10.4,Cloudy
The Queen's Gambit: Saison 1: Épisode 7,02/03/2025,Drama,7,10.4,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 2,03/03/2025,Comedy,6,11.4,Cloudy
Army of the Dead,03/03/2025,Horror,5,11.4,Cloudy
The Social Network,04/03/2025,Drama,8,13.0,Cloudy
Modern Family: Saison 1: Épisode 21,06/03/2025,Comedy,9,16.8,Cloudy
Whiplash,06/03/2025,Drama,8,16.8,Cloudy
Madame Web,07/03/2025,Action,3,16.5,Cloudy
Black Mirror: Saison 1: Épisode 1,08/03/2025,Sci-Fi,7,17.9,Cloudy
Toy Story,08/03/2025,Animation,9,17.9,Cloudy
Joker,09/03/2025,Drama,7,17.0,Cloudy
Cyberpunk: Edgerunners: Saison 2: Épisode 3,09/03/2025,Anime,10,17.0,Cloudy
Demon Slayer: Saison 2: Épisode 11,09/03/2025,Anime,10,17.0,Cloudy
Black Mirror: Saison 1: Épisode 3,09/03/2025,Sci-Fi,8,17.0,Cloudy
Jujutsu Kaisen: Saison 2: Épisode 1,09/03/2025,Anime,8,17.0,Cloudy
Black Mirror: Saison 1: Épisode 2,09/03/2025,Sci-Fi,10,17.0,Cloudy
Black Mirror: Saison 1: Épisode 4,10/03/2025,Sci-Fi,10,12.9,Rainy
Extraction 2,11/03/2025,Action,5,11.4,Cloudy
Morbius,12/03/2025,Action,2,7.2,Rainy
One Piece: Saison 1: Épisode 20,14/03/2025,Anime,9,6.7,Rainy
Everything Everywhere All At Once,14/03/2025,Sci-Fi,7,6.7,Rainy
One Piece: Saison 1: Épisode 21,14/03/2025,Anime,7,6.7,Rainy
Modern Family: Saison 1: Épisode 22,15/03/2025,Comedy,9,8.3,Rainy
Black Mirror: Saison 2: Épisode 2,15/03/2025,Sci-Fi,9,8.3,Rainy
Sharknado,15/03/2025,Comedy,1,8.3,Rainy
Black Mirror: Saison 2: Épisode 1,15/03/2025,Sci-Fi,9,8.3,Rainy
Black Mirror: Saison 1: Épisode 5,15/03/2025,Sci-Fi,10,8.3,Rainy
How I Met Your Mother: Saison 1: Épisode 16,15/03/2025,Comedy,6,8.3,Rainy
Black Mirror: Saison 2: Épisode 3,16/03/2025,Sci-Fi,7,10.4,Cloudy
Don't Look Up,16/03/2025,Comedy,7,10.4,Cloudy
Black Mirror: Saison 2: Épisode 4,17/03/2025,Sci-Fi,10,11.5,Sunny
Black Mirror: Saison 2: Épisode 5,21/03/2025,Sci-Fi,10,19.5,Rainy
Cyberpunk: Edgerunners: Saison 2: Épisode 4,21/03/2025,Anime,7,19.5,Rainy
The Emoji Movie,22/03/2025,Animation,1,16.8,Rainy
Black Mirror: Saison 3: Épisode 1,22/03/2025,Sci-Fi,9,16.8,Rainy
Death Note: Saison 1: Épisode 19,23/03/2025,Anime,8,13.1,Rainy
Black Mirror: Saison 3: Épisode 2,23/03/2025,Sci-Fi,10,13.1,Rainy
Princess Mononoke,23/03/2025,Anime,10,13.1,Rainy
6 Underground,24/03/2025,Action,5,15.2,Rainy
Tall Girl,27/03/2025,Comedy,4,14.9,Sunny
Black Mirror: Saison 3: Épisode 3,27/03/2025,Sci-Fi,10,14.9,Sunny
Modern Family: Saison 2: Épisode 2,28/03/2025,Comedy,6,12.6,Rainy
Attack on Titan: Saison 2: Épisode 2,28/03/2025,Anime,9,12.6,Rainy
Modern Family: Saison 2: Épisode 1,28/03/2025,Comedy,10,12.6,Rainy
Cats,28/03/2025,Musical,2,12.6,Rainy
The Irishman,29/03/2025,Crime,10,13.1,Rainy
Death Note: Saison 1: Épisode 20,30/03/2025,Anime,10,15.6,Rainy
Spirited Away,30/03/2025,Anime,10,15.6,Rainy
Black Mirror: Saison 3: Épisode 4,30/03/2025,Sci-Fi,10,15.6,Rainy
Brooklyn Nine-Nine: Saison 2: Épisode 3,02/04/2025,Comedy,7,16.4,Cloudy
Cyberpunk: Edgerunners: Saison 2: Épisode 5,03/04/2025,Anime,10,20.0,Cloudy
The Office (U.S.): Saison 1: Épisode 17,03/04/2025,Comedy,10,20.0,Cloudy
Black Mirror: Saison 3: Épisode 5,04/04/2025,Sci-Fi,10,22.9,Rainy
Black Mirror: Saison 4: Épisode 1,04/04/2025,Sci-Fi,8,22.9,Rainy
The Gray Man,04/04/2025,Action,6,22.9,Rainy
Spider-Man: Into the Spider-Verse,04/04/2025,Animation,9,22.9,Rainy
Arcane: Saison 3: Épisode 3,05/04/2025,Anime,9,23.6,Cloudy
Black Mirror: Saison 4: Épisode 3,05/04/2025,Sci-Fi,10,23.6,Cloudy
Seinfeld: Saison 1: Épisode 19,05/04/2025,Comedy,9,23.6,Cloudy
Arcane: Saison 3: Épisode 2,05/04/2025,Anime,10,23.6,Cloudy
Black Mirror: Saison 4: Épisode 2,05/04/2025,Sci-Fi,7,23.6,Cloudy
Black Mirror: Saison 4: Épisode 4,06/04/2025,Sci-Fi,9,18.0,Cloudy
Black Mirror: Saison 4: Épisode 5,06/04/2025,Sci-Fi,7,18.0,Cloudy
The Power of the Dog,06/04/2025,Drama,10,18.0,Cloudy
Black Mirror: Saison 5: Épisode 1,07/04/2025,Sci-Fi,9,17.2,Sunny
Black Mirror: Saison 5: Épisode 2,07/04/2025,Sci-Fi,10,17.2,Sunny
Interstellar,08/04/2025,Sci-Fi,10,18.6,Cloudy
The Office (U.S.): Saison 1: Épisode 18,08/04/2025,Comedy,7,18.6,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 4,08/04/2025,Comedy,8,18.6,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 5,10/04/2025,Comedy,10,15.8,Sunny
365 Days,11/04/2025,Romance,4,22.0,Sunny
Cyberpunk: Edgerunners: Saison 2: Épisode 6,12/04/2025,Anime,8,21.8,Rainy
Knives Out,12/04/2025,Mystery,6,21.8,Rainy
The Good Place: Saison 2: Épisode 11,13/04/2025,Comedy,7,17.6,Rainy
Princess Mononoke,13/04/2025,Anime,10,17.6,Rainy
Klaus,16/04/2025,Animation,8,15.2,Cloudy
The Office (U.S.): Saison 1: Épisode 19,17/04/2025,Comedy,7,16.7,Cloudy
The Good Place: Saison 2: Épisode 12,17/04/2025,Comedy,8,16.7,Cloudy
Black Mirror: Saison 5: Épisode 3,17/04/2025,Sci-Fi,10,16.7,Cloudy
Brooklyn Nine-Nine: Saison 2: Épisode 6,18/04/2025,Comedy,7,19.4,Cloudy
Black Mirror: Saison 5: Épisode 4,18/04/2025,Sci-Fi,8,19.4,Cloudy
Death Note: Saison 1: Épisode 21,19/04/2025,Anime,7,20.5,Rainy
Black Mirror: Saison 6: Épisode 2,19/04/2025,Sci-Fi,7,20.5,Rainy
Klaus,19/04/2025,Animation,10,20.5,Rainy
Black Mirror: Saison 5: Épisode 5,19/04/2025,Sci-Fi,10,20.5,Rainy
Black Mirror: Saison 6: Épisode 1,19/04/2025,Sci-Fi,10,20.5,Rainy
Demon Slayer: Saison 3: Épisode 1,20/04/2025,Anime,8,15.9,Rainy
Toy Story,20/04/2025,Animation,10,15.9,Rainy
Spider-Man: Into the Spider-Verse,21/04/2025,Animation,10,15.1,Rainy
The Kissing Booth,22/04/2025,Romance,1,16.9,Rainy
Black Mirror: Saison 6: Épisode 3,25/04/2025,Sci-Fi,9,15.6,Rainy
Extraction,25/04/2025,Action,8,15.6,Rainy
Jujutsu Kaisen: Saison 2: Épisode 2,26/04/2025,Anime,6,18.7,Rainy
The Emoji Movie,26/04/2025,Animation,3,18.7,Rainy
Spirited Away,27/04/2025,Anime,8,20.5,Rainy
Friends: Saison 1: Épisode 17,28/04/2025,Comedy,9,24.2,Sunny
Black Mirror: Saison 6: Épisode 4,28/04/2025,Sci-Fi,8,24.2,Sunny
Black Mirror: Saison 6: Épisode 5,28/04/2025,Sci-Fi,7,24.2,Sunny
